0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,7.5662e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5.5307e-05,0,0.00030748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00019201,8.1501e-05,4.9905e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00022331,0.00019581,1.6098e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2.4001e-05,5.8215e-05,0.00044754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00036704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.8456e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.00022392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7.3319e-05,0,0,1.1269e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6.4394e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5.322e-05,0,0,0,0,0,0,0,7.8171e-05,0,0,0,0,0,0,0,0,0,3.4704e-06
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7352e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5861e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
