0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8.1808e-05,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,6.779e-05,0,0,0,0.00033245,0,0,0,0,0,0,0,0,0,0
0,0,0,0.00020729,0,0,0,0,0,0,5.3959e-05,0,0,0,0,0,0,0,0.00012137,0,0
0,0,0,0.00024108,0,0,0,0,0,0,1.7406e-06,0,0,0,0,0,0,0,0.0002916,0,0
0,0,0,2.5911e-05,0,0,0,0,0,0,0.00048389,0,0,0,0,0,0,0,8.6691e-05,0,0
0,0,0,0,0,0,0,0,0,0,0.00039686,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2.9191e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021873,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1.2184e-05,0,0,7.1618e-05,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,6.9624e-05,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,7.8562e-05,6.5232e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3875e-06
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6937e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6133e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5004e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
