0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6.185e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00025135,0,4.1255e-05,0,0,0,0,0,0,0,0,0,0,0
0,0,4.0795e-05,0,0.00014323,0,0,0,0,0,6.9321e-05,0,0,0,0,0
0,0,0,0,0.00016658,0,0,0,0,0,0.00016745,0,0,0,0,0
0,0,0.00019739,0,1.7903e-05,0,0,0,0,0,0.00016475,0,0,0,0,0
0,0,0.00030004,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2.5652e-05,0,0,0
0,0,0,0,0,0,0,0,0,0.00010594,0,0,0,0,0,0
0,0,9.2117e-06,0,0,0,0,0,0,3.4688e-05,0,0,0,0,0,0
0,0,5.2639e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3.2954e-06,8.6402e-05,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1.6477e-05,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3.5151e-05,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3.4053e-05,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3.5625e-05,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3.75e-06,0,0,0,0,8.2287e-06,0
0,0,0.0007172,0,3.425e-05,0,0,0,0,0.00022031,7.9224e-05,0,0,0,0.00031974,0
0,0,0.002224,0,0.00015412,0,0,0,0,0.0001725,0.00080664,0,0,0,9.5218e-05,0
0,0,0.0034347,8.8977e-05,0.00016813,0,0,0,0,0.00019781,0.0014152,0,0,0,9.1691e-05,0
0,0,0.0040584,0.0001461,4.8261e-05,0,0,0,0,9.8438e-05,0.0022696,0,0,0,1.058e-05,0
0,0,0.0023503,6.8106e-05,6.3829e-05,0,0,0,0,7.2188e-05,0.00232,0,0,0,0,0
0,0,0.0011304,0,0,1.7546e-05,0,0,0,1.2188e-05,0.0015602,0,0,0,0,0
