0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3.7554e-05,0,0,0,0,0,0,0,0,0,0,0
5.7574e-05,0,0,0,0,0,0.00015261,0,0,0,0,0,0,0,0,0,0,0
0,0.00018949,0,0,0,0,2.4769e-05,0,0,7.2849e-05,0,0,0,0,0,0,0,0
0,0.00022038,0,0,0,0,0,0,0,0.00017597,0,0,0,0,0,0,0,0
0,2.3686e-05,0,0,0,0,0.00011985,0,0,0.00017314,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.00018218,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2.6831e-05,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010814,0
0,0,0,0,0,0,5.5931e-06,0,0,0,0,0,0,0,0,0,3.5407e-05,0
0,0,0,0,0,0,3.1961e-05,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00012058,0,0,0,0,3.3356e-06,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.6678e-05,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3.558e-05,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3.4468e-05,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
