0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2.6293e-05,0
0,0,0,0,0,0,0,3.1288e-05,0,0,0.00010685,0
0,5.7103e-05,0,0,0,0,0,0.00010862,0,0,1.7342e-05,0
0,0.00013794,0,0,0,0,0,0.00012633,0,0,0,0
0,0.00013571,0,0,0,0,0,1.3578e-05,0,0,8.3914e-05,0
0,4.8204e-05,0,0,0,0,0,0,0,0,9.1186e-05,0
2.3907e-05,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,9.3312e-05,0,0,0,0,0,0
0,0,0,0,0,3.0553e-05,0,0,0,0,3.916e-06,0
0,0,0,0,0,0,0,0,0,0,2.2377e-05,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,6.5527e-05,0,2.2358e-06,0,0
0,0,0,0,0,0,0,0,0,1.1179e-05,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.3848e-05,0,0
0,0,0,0,0,0,0,0,0,2.3103e-05,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3.1379e-05,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,9.0834e-06,0,0,0,0,0,0
0,0.00013942,0,0,0,0.00041866,0,0,0,3.2792e-05,0.00024894,0
0,0.0010546,0,0,0,0.00016268,0,0.00013578,0,2.6829e-05,0.00065117,0
0,0.0021773,0,0,0,0.00017424,0,0.00012751,0,0.0001185,0.00069704,0
0,0.003266,0,0,0,8.6706e-05,0,3.6601e-05,0,0.00010583,0.00067187,0
0,0.0029004,0,0,0,6.3584e-05,0,4.8407e-05,0,4.6206e-05,0.00025286,0
0,0.0016908,0,1.185e-05,0,1.0735e-05,0,0,0,0,0.00017454,0
0,0.00060811,0,4.6659e-05,0,0,0,0,0,0,0.0001186,0
0,0.00022915,0,0,0,0.00013212,0,0,0,0,1.4545e-05,0
0,4.4496e-06,0,0,0,0.00018662,0,0,0,0,0,0
2.3907e-05,0,0,0,0,0.00016433,0,0,0,5.2168e-06,0,0
1.5689e-05,0,0,0,0,0.00020314,0,0,0,7.8998e-05,3.5803e-05,0
0,0,0,0,1.8414e-05,0.00018662,0,0,0,1.7886e-05,2.3496e-05,0
0,0,0,0,0.00010094,0.00020727,0,5.7262e-05,0,9.9865e-05,5.6502e-05,0
0,0,0,0,0.0001214,0.00045417,0,0,0,9.7629e-05,2.4615e-05,1.1385e-05
0,0,0,0,7.2975e-05,0.00037985,0,0,0,7.4526e-06,0,0.00016201
0,0,0,0,2.728e-06,3.716e-05,0,0,0,7.4526e-06,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4.74e-05,0,0,0,0,0,0,0,0
3.1379e-05,0,0,0.00010443,0,0,0,0,0,0,0,9.6332e-06
0.00010758,0,0,1.6294e-05,2.1824e-05,4.2114e-05,0,0,0,0,0,5.6047e-05
1.4942e-05,0,0,0.00023404,0,7.4319e-05,0,0,0,5.664e-05,0,0.00010246
0.00013224,0.00036709,0,0.00010443,0.00012344,0.00019901,0,7.7924e-05,0,5.1423e-05,0.00010741,1.9266e-05
7.0975e-05,0.0015692,0,0,0.00046854,0.00011974,0,0.00019304,0,0.00021762,0.0015653,0
0,0.0064356,0,0,0.00051492,3.2205e-05,0,0.00034416,7.6469e-05,0.00014458,0.0052922,0
0,0.010306,0,1.9997e-05,0.00041535,1.3212e-05,0,0.00084831,0,8.5705e-05,0.008096,0.00012961
0,0.010775,0,0.00010295,0.00033691,0,0,0.00095161,0,5.9621e-05,0.0080775,7.7065e-05
0,0.0091543,0,0,0.00033146,0,0,0.00075326,0,4.4716e-05,0.0062023,0
0,0.0064764,0,0,5.3197e-05,0,0,0.00033708,8.8012e-05,4.7697e-05,0.0028055,0
0,0.0037428,0,0,0,0,0,0.00015644,0.00025105,1.7886e-05,0.0010064,4.2036e-05
0,0.0018837,0,0,0,6.7713e-05,0,0.0001281,0,8.1979e-06,0.00021874,7.8817e-06
0,0.00088695,0,0,0.00014118,0.00048142,0,0.00011984,0,0.00014607,0,0.00028111
0,0.00028329,0,0,0.00023666,0.0016036,0,4.4865e-05,0,0.00038828,0,0.0010439
0,0.00037599,1.7021e-05,0,0.00032055,0.0026614,0,9.5043e-05,0,0.00024221,1.7902e-05,0.0017462
0,0.00023583,0.00035488,0,0.0004549,0.0052411,0,0.00039906,0,6.7074e-05,0,0.0020273
2.839e-05,0.00016315,0.00060594,2.6662e-05,0.00057289,0.0096251,0,0.00037958,1.8757e-05,0.0002124,0,0.002396
6.724e-06,9.4925e-05,0.00039573,5.1103e-05,0.00083751,0.011624,0,0.00016529,0.00013995,0.0002437,4.3076e-05,0.00277
0,2.2248e-06,0.00042807,4.6659e-05,0.0012474,0.0090719,0,6.5527e-05,0.00027558,0.00024594,1.7342e-05,0.0026334
0,0,0.00059147,0,0.001199,0.0055731,0,0,3.607e-05,0.00024594,0,0.0014607
0,0,0.00033956,0,0.00047673,0.0021082,0,4.8997e-05,0,0,0,0.00010159
0,0,8.5103e-07,0,5.9335e-05,0.00070025,0,8.855e-06,0,0,0,0
0,0,0,0,0,4.7894e-05,0,0,0,0,2.0139e-05,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,9.628e-06,0,0,0,0,4.1842e-05,0,0,0
7.4711e-06,0,0,0.00017627,0,3.3031e-06,0,0,0.0001212,0,0,1.3136e-05
6.8734e-05,0,0,0.00016664,4.7741e-05,6.5236e-05,0,0,0.00023229,0,5.6502e-05,0.00011647
3.7355e-06,0.00015574,9.9571e-05,0.00026218,0.0013599,0.00027746,0,0,0.00038667,0.00017663,8.8389e-05,0.00010684
0.00016287,0.0015321,0.00023829,0.00031921,0.0058462,6.8539e-05,0,8.2646e-05,0,0.00025786,0.00045146,0.00030038
0.00013821,0.0052594,0.00018127,0.00062508,0.0099628,0.00011313,0,0.0012787,0.00011831,8.645e-05,0.0054499,0.00048516
0.00014046,0.015277,0.00047658,0.00044733,0.012621,0.00030553,0,0.0044369,5.0498e-05,0.00012222,0.016683,0.00059288
0.00020097,0.023561,0.00067913,0.0005051,0.0096184,0.00018745,5.9821e-05,0.0064966,0.00026836,0.00020271,0.024166,0.00053157
0.00018977,0.026436,0.00065104,0.00054583,0.0066605,0.00022378,0,0.0067687,0.00070409,0.00026457,0.022626,0.00024608
0.00011505,0.024953,0.0001617,0.00061545,0.0033528,0.00038811,0,0.0046902,0.00067957,0.00026382,0.01529,0.00044838
1.7931e-05,0.021933,5.1062e-06,0.00041697,0.0018885,0.00044261,0,0.0026488,0.00052374,0.00018557,0.0076563,0.00041247
0,0.018079,0,0.00023107,0.00081228,0.00044096,0.00033765,0.0014251,0.00064782,0.00014905,0.0033275,0.00066556
9.7124e-06,0.015403,0,0,0.00031168,0.00060198,0.0004347,0.00074441,0.00082096,0.00019153,0.001266,0.0011604
2.839e-05,0.013327,3.2339e-05,1.0369e-05,0.00027417,0.0020215,0.00089731,0.00079045,0.0016261,0.00050007,0.00082627,0.0036221
1.2701e-05,0.0089815,9.9571e-05,9.1096e-05,0.00076385,0.0057283,0.0009013,0.0010408,0.002851,0.00080041,0.00066628,0.0089947
0,0.0049413,0.00029701,0.0004303,0.0020181,0.012533,0.0010781,0.0010508,0.0044395,0.0010836,0.00022097,0.020978
0,0.003504,0.0016076,0.00077172,0.003854,0.023306,0.0011313,0.0010821,0.0073079,0.00096586,0.00016111,0.035332
1.8678e-05,0.0020246,0.0029939,0.00080875,0.0047032,0.03733,0.0011525,0.0013707,0.0080408,0.00095468,0.00012643,0.04632
1.5689e-05,0.00085284,0.0039224,0.00054954,0.0056996,0.048086,0.00059023,0.0013802,0.0068505,0.0010851,6.3215e-05,0.046528
4.4079e-05,8.5284e-05,0.0038841,9.0355e-05,0.0060645,0.041628,0.00031904,0.0010419,0.0055,0.00081979,0,0.034392
0,0,0.0033778,3.7031e-06,0.0052842,0.025363,0.00021801,0.00066648,0.0022941,0.00048442,0,0.016909
0,0,0.002011,0,0.0030677,0.010482,7.8431e-05,0.00043744,8.6569e-05,0.00032568,8.9508e-06,0.0037289
0,0,0.00069615,0,0.0010353,0.0029918,0,9.4453e-05,0,0.00041288,3.3565e-05,0.00052457
0,0,0,0,0.00017323,0.00016102,0,0.00019953,0,0.00016843,0,4.729e-05
0,0,0,0,0,0,0,0,0,2.832e-05,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1.185e-05,0,0,0,0,0,0,0,0
0,0,0,0.00030143,0,0,0,0,1.4428e-05,0,0,0
5.9769e-06,7.0452e-05,0,0.00024737,0,6.1933e-05,0.00012762,0,4.0399e-05,0,0,7.4438e-05
0.00033769,0.0005295,0,0.00021922,0.0013088,0.00017919,0.00018611,0,3.4628e-05,2.3848e-05,0.00011133,0.00075314
0.00021293,0.0022886,0.00022723,0.00063989,0.0098762,0.00019571,0.00012629,9.3863e-05,0.0003405,0.00018184,0.00025454,0.0029066
0.00034442,0.0066966,0.00069359,0.0010013,0.027106,0.00034104,0.00087737,0.00093036,0.00069976,0.00023401,0.0029387,0.0061897
0.00077774,0.015976,0.001217,0.0012109,0.042386,0.00073741,0.0012735,0.005444,0.00064061,0.00033611,0.016334,0.0085665
0.0010123,0.034312,0.0014374,0.0014042,0.048245,0.00075723,0.0024393,0.012366,6.3484e-05,0.00079669,0.038145,0.0087066
0.0010938,0.051381,0.0025497,0.0017182,0.038077,0.00058877,0.0039375,0.018297,0.00043284,0.00083917,0.050328,0.0077013
0.0010579,0.064355,0.0024459,0.0017301,0.024572,0.000891,0.0064234,0.019868,0.00043573,0.00088388,0.045474,0.004877
0.0007882,0.068667,0.0016365,0.0013139,0.014972,0.00086458,0.013514,0.016123,0.0010937,0.00057609,0.030626,0.0040871
0.00048562,0.072053,0.00083401,0.0011857,0.0089043,0.00062923,0.023875,0.0099819,0.0015712,0.00064912,0.016516,0.0031255
0.00051102,0.07224,0.00025446,0.00061471,0.0058489,0.00095294,0.03918,0.0076412,0.0047858,0.00066403,0.0090017,0.0029775
0.00017034,0.069094,8.8508e-05,0.00031772,0.0032934,0.0011998,0.060266,0.006702,0.013122,0.00060739,0.006072,0.0054918
0.00020695,0.058738,9.3614e-05,0.00076432,0.0018435,0.003697,0.082015,0.0073774,0.034786,0.0011328,0.0045616,0.015635
6.9481e-05,0.041721,0.00047743,0.0019641,0.0029545,0.012547,0.093551,0.0075373,0.069737,0.0031629,0.0035037,0.041269
0,0.027157,0.0017429,0.0026329,0.0063686,0.031267,0.095567,0.0057469,0.11879,0.0053346,0.0017806,0.081806
0.00017333,0.015343,0.0056415,0.0027544,0.012936,0.060193,0.083499,0.0045396,0.15661,0.0059643,0.00083466,0.12752
0.00026672,0.0070837,0.010115,0.0024937,0.018934,0.092894,0.059471,0.0043212,0.16863,0.0062028,0.00037817,0.15769
0.00029511,0.002408,0.012515,0.002133,0.023521,0.11356,0.033937,0.0035367,0.14036,0.0049888,0.00019356,0.15912
0.00040568,0.00043828,0.01348,0.00086874,0.022262,0.10317,0.013785,0.002784,0.092262,0.0044164,0.00018573,0.11992
8.0688e-05,6.3036e-05,0.013417,9.4799e-05,0.017466,0.071123,0.0045331,0.0022474,0.039764,0.0039782,0.00012531,0.059988
0,5.9328e-06,0.0093597,0,0.010187,0.033932,0.0017095,0.0027663,0.0094533,0.0045908,0.00025286,0.015581
0,0,0.003525,0,0.0034817,0.009569,0.00099435,0.0025792,0.00089454,0.0029602,0.00030656,0.0013364
0,0.00017057,0.00024084,0,0.0006179,0.0006185,0,0.0018944,0,0.0014555,0.00012195,0.00010421
0,0,0,0,0,0,0,0.00093154,0,0.00039722,8.9508e-06,0
0,0,0,0,0,0,0,8.973e-05,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,5.9328e-06,0,3.4809e-05,0,0,0,0,0,0,0,0
0,5.4878e-05,0,0.00015553,0,0,0,0,0,0,0,3.9408e-05
0.00019051,0.00041604,0,0.00081764,0.0002162,1.4038e-05,0.00085344,0,0,0,0,0.0011297
0.00071797,0.0023783,3.4892e-05,0.0019249,0.0067178,0.00036251,0.0005437,0,0.00027413,4.397e-05,0.00014937,0.005772
0.0021718,0.0084394,0.00059998,0.0020848,0.032737,0.00099257,0.0013506,0.00040674,0.00094504,0.0011201,0.00049006,0.014061
0.0034815,0.019606,0.001091,0.0026433,0.071305,0.0027762,0.0055593,0.0030266,0.0013505,0.0013668,0.0072473,0.024957
0.0054584,0.040963,0.0025863,0.0032743,0.10286,0.0031173,0.0090675,0.01431,0.0011427,0.0015509,0.033765,0.032261
0.0064005,0.072479,0.0044662,0.0035527,0.10642,0.002711,0.016235,0.028617,0.00036792,0.0021978,0.073293,0.033662
0.0064931,0.1079,0.0063836,0.0041949,0.086729,0.0019802,0.028724,0.041338,0.00069399,0.0026524,0.091417,0.028371
0.0047075,0.14485,0.0074023,0.0041119,0.059372,0.0015153,0.06084,0.041527,0.0018093,0.0023573,0.080467,0.020543
0.0023833,0.17209,0.0061768,0.0036438,0.042904,0.0013691,0.11119,0.035203,0.0035118,0.0013035,0.053968,0.015168
0.0013612,0.19113,0.0039624,0.0037275,0.03095,0.0014319,0.17716,0.027778,0.009814,0.0013191,0.032878,0.010889
0.00084348,0.20222,0.0024365,0.0039519,0.021629,0.0023229,0.25884,0.027053,0.033224,0.0016455,0.023523,0.01199
0.00033396,0.20249,0.0012868,0.0060353,0.015574,0.0035302,0.33276,0.032643,0.087603,0.0026352,0.019878,0.022255
0.00031752,0.18177,0.0013736,0.010632,0.010238,0.0078836,0.38616,0.040177,0.17314,0.0056245,0.018034,0.052628
0.00022712,0.14397,0.0023872,0.015851,0.0090264,0.022408,0.40505,0.0377,0.27614,0.012694,0.014189,0.11416
0.00050355,0.093732,0.0053471,0.02053,0.013801,0.053459,0.39325,0.024897,0.37309,0.024386,0.0081139,0.19407
0.0013769,0.04938,0.015848,0.020777,0.026408,0.10419,0.34091,0.013745,0.43529,0.032923,0.0035137,0.27427
0.001105,0.020936,0.030085,0.014392,0.043724,0.17184,0.26558,0.01097,0.4497,0.037038,0.00098403,0.3204
0.0016145,0.0073641,0.043821,0.0064619,0.0567,0.21647,0.16716,0.010184,0.40219,0.03335,0.00053649,0.31228
0.0015219,0.0024065,0.053386,0.0029632,0.056228,0.20913,0.082405,0.0095197,0.29699,0.028739,0.0004688,0.2478
0.00036309,0.00085951,0.051286,0.00076135,0.044346,0.15014,0.02894,0.0077935,0.16116,0.026467,0.00037202,0.13845
0.00021816,0.00039527,0.035214,9.554e-05,0.024817,0.077407,0.0065337,0.008398,0.04918,0.021017,0.00045705,0.040441
