0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5016e-05,0,0,0,0,0,0,0,0
0,0,0,5.5827e-05,0,0,0,0,0,0,0,0,0,0,0.00030485,0,0,0,0,0,0,0,0
0,0,0,0.00019381,0,0,0,0,0,0,0,0,0,0,4.9478e-05,0,0,0,0,0,0,8.2888e-05,0
0,0,0,0.00022541,0,0,0,0,0,0,0,0,0,0,1.5961e-06,0,0,0,0,0,0,0.00019915,0
0,0,0,2.4227e-05,0,0,0,0,0,0,0,0,0,0,0.00044371,0,0,0,0,0,0,5.9206e-05,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036391,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2.9035e-05,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.00022426,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,7.343e-05,0,0,0,0,1.1173e-05,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3843e-05,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5.372e-05,8.1529e-05,0,0,0,0,0,0,0,3.4745e-06,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1.7373e-05,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3.7061e-05,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3.5903e-05,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9624e-05,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,9.5118e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2235e-06,0,0
0,0.00013704,0,0,0.00025546,0,0,0,0,0,0,0,0,0,0.00087784,0,0,0,0,0,0.00032125,8.9347e-05,0
0,0.00021552,0,0.00017064,0.00015898,0,0,0,0,0,0,0,0,0,0.0028474,0,0,0,0,0,0,0.00086333,0
0,0.00024715,0,0.00022752,0.00010599,0,0,0,0,0,0,0,9.3812e-05,0,0.004876,0,0,0,0,0,0,0.0012132,0
0,0.00012299,0,6.5307e-05,1.2229e-05,0,0,0,0,0,0,0,0.00015404,0,0.0067307,0,0,0,0,0,0,0.0014941,0
0,9.0191e-05,0,5.1613e-05,4.4841e-05,0,0,0,0,0,0,0,7.1807e-05,0,0.0045664,0,0,0.00012399,0,0,0,0.0014726,0
0,1.5227e-05,0,0,0,0,0,0,0,0,0,0,0,4.7e-05,0.0020015,0,0,3.2387e-05,0,0,0,0.0014026,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018506,0.00046286,0,0,0,0,0,0,0.00079874,0
0,0,0,0,0,0.00017768,0,0,0,0,0,0,0,0,4.1498e-05,0,0,0,0,0,7.9659e-05,0.00033263,0
0,0,0,0,0,0.00040562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4588e-06,0
0,0,0,0,0.00012501,0.00019204,0,0,0,0,0,2.9035e-05,8.1072e-06,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6.7941e-06,6.6406e-05,0,0,0,0,0,1.9054e-05,0.00012277,0,0.00010215,0,0,0,0,0,0.0002664,0,0
0,1.2884e-05,0,0,0,0,3.3753e-05,0,0,0,0,0,2.7796e-05,0,6.7035e-05,0,0,0,0,0,0.00028076,0,0
0,0.00010073,0,0.00010217,7.0659e-05,0,7.7506e-05,0,0,0,0,0,9.497e-05,0,8.6188e-05,0,0,4.3491e-05,0,0,0.00032778,0,0
0,0.00020849,0,0,0.00017801,2.3332e-05,0,0,0,0,0,0,0,0,5.5863e-05,0,0,8.328e-06,0,0,0.00071824,0,0
0,0.00012533,0,0,0,0.00033203,0,0,0,0,0,0,1.1582e-05,0,0,0,0,0,0,0,0.00060071,0,0
0,4.6853e-06,0,0,0,0,0,0,0,0,0,0,1.1582e-05,0,0,0,0,0,0,0,5.8765e-05,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
