0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5.9265e-05,0
0,0,0,0,0,0,4.081e-05,0,0,0,0,0,0,0.00024084,0
0,0,0,6.8988e-05,0,0,0.00014168,0,0,0,0,0,0,3.909e-05,0
0,0,0,0.00016665,0,0,0.00016478,0,0,0,0,0,0,0,0
0,0,0,0.00016396,0,0,1.771e-05,0,0,0,0,0,0,0.00018914,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002875,0
0,0,0,0,0,2.6079e-05,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012101
0,0,0,0,0,0,0,0,0,0,0,0,0,8.8267e-06,3.9623e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,5.0438e-05,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3.0669e-06,0,8.5469e-05,0,0,0,0,0,0,0,0
0,0,0,0,1.5335e-05,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3.2714e-05,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3.1692e-05,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0694e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5.4176e-06,0,0,0,0,0,0,0,0,0,0,0,4.2835e-06
0,0,0.00011145,8.1531e-05,0,0,3.388e-05,0,0.00010829,0,0,0,0,0.00068344,0.00026344
0,0,1.0061e-05,0.0009954,0,0,0.00020482,0,0.0001703,0,0,0,0,0.0018599,0
0,0,0,0.0018188,0.00016255,0,0.00016632,0,0.00019529,0,0,0,0,0.0027136,0
0,0,0,0.0028778,0.00014517,0,4.7739e-05,0,9.7183e-05,0,0,0,0,0.0030175,0
0,0,0,0.0026448,6.3383e-05,0,6.3139e-05,0,7.1268e-05,0,0,0,0,0.0017792,0
0,0,1.2383e-05,0.0016924,0,0,0,0,1.2032e-05,0,0,0,0,0.00088645,0
0,0,4.8758e-05,0.00070063,0,0,0,0,0,0,0,0,0,0.00031524,0
0,0,0,0.00027685,0,0,0,0,0,0,5.4541e-05,0,0,3.2785e-05,0.00010602
0,0,0,5.3757e-06,0,0,0,0,0,0,0,0,0,0,0.00024202
0,0,7.1203e-05,0,7.1561e-06,2.6079e-05,0,0,0,0,0,0,0,0,0.00011458
0,0,3.8697e-06,0,0.00010836,1.7114e-05,0,0,0,0,0,0,0,8.0701e-05,0.00025808
0,0,0,0,2.4535e-05,0,0,2.9412e-05,1.0181e-05,0,0,0,0,5.296e-05,0.00023024
0,0,4.0245e-05,0,8.3829e-05,0,7.4689e-05,6.7538e-05,7.9598e-05,0,0,0,0,0.00012736,0.00026879
0,0,0.00010139,0,0,0,0,0,0.00016475,0,1.1623e-05,0,0,5.5482e-05,0.00058898
0,0,0,0,1.0223e-05,0,0,0,9.9034e-05,0,0.00016541,0,0,0,0.00049261
0,0,0,0,1.0223e-05,0,0,0,3.7022e-06,0,0,0,0,0,4.819e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,7.1586e-05,0,0
0,0,0,0,0,3.4228e-05,0,0,0,0,9.8352e-06,0,0.00015771,0,0
0,0,1.7027e-05,0,0,0.00011735,0,0,2.9618e-05,0,5.7223e-05,0,0,0,5.4615e-05
0,0,0.00024457,0,7.7695e-05,1.6299e-05,0,0,0,0,0.00010461,0,0,0,9.6379e-05
