0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4.9216e-05,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00020001,0,0,0,0,0,0,0,0,0,3.4722e-05,0
0,0,0.00022514,6.5176e-05,0,0,0,0,0,0,0,0,0,0
0,0,0.00022409,0.00015744,0,0,0,0,0,0,0,0,0,0
0,0,0.00018116,0.0001549,0,0,0,0,0,0,0,0,0,0
0,0,0.00017069,5.5019e-05,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.4077e-05
0,0,0,0,0,0.00010199,0,0,0,0,0,0,0,0
0,0,7.33e-06,0,0,3.3394e-05,0,0,0,0,0,0,0,0
0,0,4.1886e-05,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2.992e-06,0,0,0,0,0,7.2719e-05,0
0,0,0,0,0,0,1.496e-05,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3.1915e-05,0,0,0,0,0,0,0
0,0,0,0,0,0,3.0918e-05,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3.4297e-05,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3.6102e-06,0,0,0,0,0,0,4.5859e-06,0
0,0,0.00056755,7.7026e-05,0,0.00032762,0,0,0,0,0,0,0.00012316,0
0,0,0.0013529,0.0010953,0,0.00016607,0,0,0,0,0,0,0.00018278,0
0,0,0.0021896,0.0019028,0,0.00019044,8.0785e-05,0,0,0,0,0,8.9752e-05,0
0,0,0.0021498,0.0030396,0,9.4767e-05,0.00013265,0,0,0,0,0,2.0964e-05,0
0,0,0.00085447,0.0030438,0,6.9496e-05,6.1836e-05,0,0,0,0,0,2.1619e-05,0
1.6621e-05,0,0.00038011,0.0018867,0,1.1733e-05,0,0,0,0,0,0,0,0
6.5446e-05,0,0.00018535,0.00072371,0,0,0,0,0,0,0,0,0,0
0,0,2.5132e-05,0.00026324,0,8.9352e-05,0,5.3975e-05,0,0,0,0,0,0
0,0,0,5.0787e-06,0,0.00020398,0,0,0,0,0,0,0,0
0,0,0,0,0,9.6573e-05,6.9814e-06,0,0,0,0,0,6.0271e-05,2.4077e-05
0,0,6.7017e-05,0,0,0.00021751,0.00010572,0,0,0,0,0,3.2756e-06,1.5801e-05
0,0,4.398e-05,0,0,0.00020398,2.3936e-05,0,0,2.0339e-05,0,0,0,0
5.4019e-05,0,0.00010576,0,0,0.00022654,8.1782e-05,0,0,0.00011149,0,0,6.3547e-05,0
0.00013609,0,4.6075e-05,0,0,0.0004964,0,1.1503e-05,0,0.00013408,0,0,0,0
0,0,0,0,0,0.00041517,9.9735e-06,0.00016369,0,8.0601e-05,0,0,0,0
0,0,0,0,0,4.0615e-05,9.9735e-06,0,0,3.0131e-06,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,9.0705e-05,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00019983,0,0,9.7331e-06,0,0,0,0,0,3.1601e-05
2.2854e-05,0,0,0,0,4.603e-05,0,5.6629e-05,0,2.4105e-05,0,0,0,0.00010835
0.00032827,0,0,0,0,8.1229e-05,7.5798e-05,0.00010353,0,0,0,0,0,1.5048e-05
0.00014647,0,0.00028482,0.00041899,0,0.00025271,1.895e-05,1.9466e-05,0,8.5874e-05,0,0,8.5166e-05,0.00013318
0,0,0.003598,0.0016006,0,0.00011914,7.1809e-05,0,8.7655e-06,0.00038794,0,0,0.00020047,7.1479e-05
0,0,0.010953,0.0069417,0,0,1.6955e-05,0,6.3382e-05,0.00050018,0,0.00012853,0.0001533,0
0,0,0.018013,0.010293,3.8266e-05,0.00010109,0,3.1854e-05,0.00021779,0.00045875,0,2.2353e-05,0.00015461,0
0,0,0.017781,0.01081,0.000197,7.9424e-05,0,0,0.00035669,0.00028248,0,0,0.00032756,0
0,0,0.012806,0.0098492,0,0,3.7899e-05,0,0.00039108,0.00017476,0,0,0.00035246,0
0,0,0.0051698,0.0073429,0,0,1.2966e-05,0,0.00017127,4.2184e-05,0,8.5221e-05,0.00034459,0
0,0,0.0016388,0.0044701,0,0,6.9814e-06,4.2472e-05,0,0,0,0.00017463,0.00021685,0
0,0,0.0004953,0.0022261,0,7.4009e-05,1.0971e-05,7.9635e-06,0,0,0,0,2.9481e-05,0
0,0,0.00021257,0.00099034,0,0.00076265,9.4748e-05,0.00021678,0,0,0,1.6765e-05,8.9097e-05,0
0,0,0,0.00015321,0,0.0019026,0.0001496,0.00092996,4.0456e-06,5.273e-06,0,0.00013412,0.00056406,0
0,1.3784e-05,3.3509e-05,1.6929e-06,0,0.0029874,4.3883e-05,0.0016175,9.5072e-05,9.5666e-05,0,0.00027103,0.00068002,0
0,6.2028e-05,4.7122e-05,7.9566e-05,0,0.0062447,4.9867e-06,0.0018051,5.529e-05,0.00030583,0,0.00013412,0.00070164,0
9.0378e-05,1.3784e-05,6.9112e-05,0.00018622,0,0.011083,0,0.002213,0,0.00038568,0,1.8162e-05,0.00094731,2.8592e-05
0.00016621,0.00013439,0,0.00010834,0,0.012988,0,0.0028527,5.1919e-05,0.0005627,0,0.00013552,0.00061058,6.7717e-06
