0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.7569e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.00015267,0,0,0,5.5887e-05,0,0,0,0,0,0,0,0,0,0
0.00018899,2.478e-05,0,0,0,0,0,0,0,0,0,7.3416e-05,0,0,0,0
0.00021981,0,0,0,0,0,0,0,0,0,0,0.00017734,0,0,0,0
2.3624e-05,0.0001199,0,0,0,0,0,0,0,0,0,0.00017448,0,0,0,0
0,0.00018225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5874e-05,0
0,0,0,0.00012198,0,0,0,0,0,0,0,0,0,0,0,0
0,5.5954e-06,0,3.9939e-05,0,0,0,0,0,0,0,0,0,0,0,0
0,3.1974e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.00011705,0,0,0,0,0,0,0,0,0,3.1805e-06
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5903e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3925e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2865e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4.1018e-05,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4.3177e-06,0,7.3813e-06,0,0,0,0,0,0,0,0,0,0
6.5736e-05,0.00038209,0.0001095,0.00026554,0,0.00019824,0,0,0,0,0,8.6765e-05,0,0,0,0
0.00011709,0.0010272,0.00017221,0,0,0.00018137,0,0,0,0,0,0.0012338,0,0,0,0
0.00016126,0.001163,0.00019748,0,0,0.00014446,0,0,0,0,0,0.0026001,0,0,0,8.5874e-05
4.0058e-05,0.0010567,9.8273e-05,0,0,3.3743e-05,0,0,0,0,0,0.0040837,0,0,0,0.000141
5.0329e-05,0.00064747,7.2067e-05,0,0,3.4797e-05,0,0,0,0,0,0.0033876,0,0,0,6.5731e-05
0,0.0004844,1.2167e-05,0,0,0,0,0,0,0,0,0.0018936,1.7561e-05,0,0,0
