0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,8.0981e-05,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.00032909,0,0,0,0,0,0,6.8392e-05,0,0,0,0
0,0,0,0,0,0,5.3413e-05,0,0,0.00019661,0,0.00011686,0,0,0,0,0,0
0,0,0,0,0,0,1.723e-06,0,0,0.00022867,0,0.00028076,0,0,0,0,0,0
0,0,0,0,0,0,0.000479,0,0,2.4577e-05,0,8.347e-05,0,0,0,0,0,0
0,0,0,0,0,0,0.00039285,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7598e-05,0,0
0,0,0,0.00010614,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3.4754e-05,0,0,1.2061e-05,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,6.892e-05,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6.8699e-05,0,0,0,0,0,0,0,3.1347e-06,6.5811e-05,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1.5674e-05,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3.3437e-05,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3.2392e-05,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
