0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,5.3101e-05,0,0,0
0,0,0,3.3829e-05,0,0,0,0.00021579,0,0,0
0,0,0,0,0,0,0,0.00024291,6.2673e-05,0,0
0,0,0,0,0,0,0,0.00024291,0.00015058,0,0
0,0,0,0,0,0,0,0.00034007,4.4767e-05,0,0
0,0,0,0,0,0,0,0.0002576,0,0,0
0,0,0,0,0,0,0,0,0,0,1.2734e-05
0,0,0,0,0,5.9283e-05,0,0,0,0,0
0,0,0,0,0,1.9411e-05,0,7.9087e-06,0,0,0
0,0,0,0,0,0,0,4.5192e-05,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,7.0849e-05,0,0,0,0,0,0,1.1938e-06
0,0,0,0,0,0,0,0,0,0,5.9689e-06
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1.2734e-05
0,0,0,0,0,0,0,0,0,0,1.2336e-05
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.9936e-05,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,4.4679e-06,0,2.0985e-06,0,0,0,0,0
0.00010781,0,0,0.00012,0.0001307,1.6788e-05,0,0.0006214,6.7557e-05,0,0
0,0,0,0.00017808,0.00011846,0,0,0.0020133,0.00065441,0,0
0,0,0,8.7444e-05,0.00013585,0,0,0.0032618,0.0011818,0,3.2232e-05
0,0,0,2.0425e-05,6.7602e-05,0,0,0.0035465,0.0020389,0,5.2924e-05
0,8.5031e-05,0,2.1063e-05,4.9575e-05,0,0,0.0022709,0.001846,0,2.4671e-05
0,2.221e-05,0,0,8.3698e-06,0,0,0.00098858,0.001369,1.2016e-05,0
0,0,0,0,0,0,0,0.00029375,0.00062836,4.7311e-05,0
5.1378e-05,0,0,0,6.3739e-05,0,0,2.9375e-05,0.00025151,0,0
0,0,0,0,0.00014551,0,0,0,4.8836e-06,0,0
7.7488e-05,0,0,0,6.889e-05,0,0,0,0,0,1.5519e-05
4.2113e-06,0,0,0,6.9534e-05,6.9775e-05,0,7.2308e-05,0,0,5.0537e-05
0,0,0,0,1.1589e-05,0.00012329,0,4.7452e-05,0,0,9.5502e-06
0,0,0,6.1913e-05,0,0.00020933,0,0.00011411,0,0,5.3322e-05
4.3798e-05,0,0,0,0.00011911,0.00026441,0,4.9712e-05,0,0,5.2128e-05
0.00021646,0,0,0,8.7561e-05,0.00018834,0,0,0,0,3.9793e-06
0,0,0,0,4.5068e-06,2.2034e-05,0,0,0,0,3.9793e-06
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4.8062e-05,0
9.2649e-06,0,0,0,0,0,0,0,0,0.00010589,1.6713e-05
5.3905e-05,0,0,0,0,4.3544e-05,0,0,0,1.6521e-05,5.7301e-05
9.8545e-05,0,0,0,0,4.7216e-05,0,0,0,0.00023731,3.8201e-05
5.3062e-05,0,0,9.638e-05,0.00010752,9.758e-05,0,0.00022709,0.0004029,0.00010589,9.789e-05
0,8.2493e-06,0,0.00021318,5.0863e-05,0.00032159,0,0.0041464,0.0011102,0,0.000154
0,5.9648e-05,0,0.00011425,0,0.0004496,0.00011676,0.015809,0.0035431,0,7.7198e-05
0.00012465,0.0002221,0,7.7231e-05,0,0.00036829,2.0306e-05,0.024846,0.0059019,2.0276e-05,4.5762e-05
7.4119e-05,0.00036614,0,0.00028212,0,0.00019673,0,0.025024,0.0061306,0.00010438,3.1834e-05
0,0.00049622,0,0.00034339,0,0.00012171,0,0.017709,0.0064847,0,2.3876e-05
0,0.00028428,0,0.00030318,0,2.9379e-05,7.7416e-05,0.0075709,0.0054672,0,2.5467e-05
4.0429e-05,0,0,0.00016914,0,0,0.00022083,0.0026528,0.0036611,0,9.5502e-06
1.853e-05,0,0,2.8722e-05,4.4424e-05,0,0,0.00082363,0.0019323,0,4.3772e-06
0.0004843,0,0,7.787e-05,0.00014872,0.0001343,3.5535e-05,0.00034346,0.00087987,0,4.3374e-05
0.001196,3.8073e-06,0,0.00039573,0.00061679,0.00035465,0.00032236,0,0.00022546,0,9.9084e-05
0.0017367,8.9473e-05,0,0.0003919,0.00099987,0.00087402,0.00032236,3.6154e-05,0.00015953,0,8.5156e-05
0.0022472,5.2034e-05,0,0.00043913,0.0021665,0.001726,0.0005178,5.0841e-05,0.00015465,0,3.7405e-05
0.0031282,0,0,0.00046849,0.0038887,0.0025623,0.0014747,7.4567e-05,0.00017907,2.7035e-05,0.00012853
0.0039923,4.8861e-05,0,0.00028212,0.004378,0.0032306,0.0016232,0,0.00010418,5.1817e-05,9.0329e-05
0.0036529,1.9671e-05,0,9.5741e-05,0.0033041,0.003121,0.0012932,0.00014349,2.4418e-06,1.8774e-05,0.00011182
0.0019886,0,0,0,0.0023957,0.0023283,0.00036931,0.00021692,0,0,8.834e-05
0.00024341,0,0,5.2977e-05,0.00097862,0.00091337,0,0.00024517,0,0,0
8.8437e-05,0,0,9.5741e-06,0.00027878,9.4957e-05,0,0.00024517,0,0,0
0,2.2844e-05,0,0,2.7041e-05,0,0,1.8077e-05,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3.6804e-05,0,0,9.7626e-06,0
1.6003e-05,0,0,0,0,0,0.00010661,0,0,0.00017873,3.9793e-06
0.00011792,0,0,0,0,7.2923e-05,0.00020433,0.00011411,2.4418e-06,0.00016897,3.6609e-05
0.00014908,1.7768e-05,0,5.4892e-05,7.5328e-05,0.0010917,0.00034012,0.00017851,0.00030604,0.00026584,6.2077e-05
0.0002889,7.234e-05,0,0.00022021,0.00018864,0.0043958,0,0.0010055,0.0017711,0.00032367,0.00012535
0.00046661,0.00029824,0,0.00041616,8.6273e-05,0.007659,0.00010407,0.014747,0.0041104,0.00063382,0.00011978
0.00066539,0.00066565,0,0.00076529,0.00029423,0.0096457,0.00010407,0.049187,0.010336,0.00045359,9.5105e-05
0.00069065,0.00081795,5.8863e-05,0.00059679,0.00045905,0.0071407,0.00026144,0.073344,0.015967,0.00051216,0.00013052
0.00024426,0.0009861,0,0.0012963,0.00047837,0.0048675,0.00061933,0.07005,0.018632,0.00053845,0.0001914
0.00011286,0.00085031,0,0.0012625,0.00023307,0.0025061,0.00059775,0.046759,0.020643,0.00043331,0.0001727
0.00011286,0.00057745,0,0.00079848,0.00020796,0.0015298,0.00046069,0.023631,0.020621,0.0002313,0.00010863
0.00045229,0.00022908,0.00033225,0.00029616,0.00016353,0.00063112,0.00056983,0.010981,0.01865,6.4583e-05,7.9585e-05
0.0010739,0.00017577,0.00041073,0.00016595,4.8287e-05,0.00023975,0.00072213,0.0046831,0.016543,0,0.00010943
0.003652,0.00054635,0.00064749,0.00077614,0.00017061,0.00054089,0.0018478,0.0023703,0.014561,3.0039e-05,0.00025746
0.0090888,0.00077353,0.00085547,0.0016282,0.0014139,0.0016478,0.0037363,0.00097841,0.0098251,0.00016371,0.00028929
0.021684,0.00050638,0.0010595,0.0020731,0.003816,0.0040323,0.0064154,0.00025873,0.0053272,0.00042805,0.00023398
0.036919,0.0004315,0.0014663,0.0017699,0.0086589,0.0073558,0.011428,0.00026325,0.0036888,0.00067437,0.00026422
0.048522,0.00028047,0.001363,0.0022889,0.014304,0.011251,0.014497,0.00023274,0.0022351,0.00077275,0.00035137
0.049038,0.00016308,0.00058078,0.0026361,0.019061,0.01452,0.015514,0.00012767,0.00095475,0.00055722,0.00029964
0.036126,9.8356e-05,0.00031393,0.0016321,0.017634,0.014092,0.011812,8.4736e-05,0.00011395,9.1618e-05,0.00024433
0.018178,0,0.00021452,0.00078763,0.012033,0.010165,0.0046691,9.6034e-05,0,3.7549e-06,0.00018504
0.0041212,6.9801e-06,7.7176e-05,0.00048126,0.005797,0.0049016,0.00043277,0.00022257,0,0,0.00020851
0.00062412,6.9801e-05,0,0.00020489,0.0018549,0.0013121,8.1223e-05,0.00035363,0,0,0.00015957
4.5482e-05,0,0,0.00032744,4.2493e-05,0.00013325,0,0.00014462,0,0,2.0692e-05
0,0,0,2.4254e-05,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.2016e-05,0
0,0,0,0,0,0,1.2691e-05,0,0.00010907,0.00020501,0
0.00012044,0,0.00012557,0,0,8.9186e-06,3.5535e-05,0,9.6859e-05,0.0002328,3.1834e-06
0.00072434,0,0.00030085,0,7.726e-06,0.0010529,3.0459e-05,0.00022483,0.00060313,0.00022229,0.0001926
0.0027761,3.1728e-06,0.00032048,1.7872e-05,0.00020087,0.0073715,0.00029951,0.00069483,0.0028903,0.00066686,0.00019936
0.0061005,0.00089155,0.0010386,0.00043339,0.0004275,0.020524,0.00068025,0.0062399,0.0072644,0.0010266,0.00036371
0.0083426,0.0021518,0.001278,0.0011406,0.00058009,0.032491,0.00060918,0.042879,0.014755,0.0012256,0.00066016
0.0080697,0.0031354,0.0021439,0.0018261,0.00075199,0.036264,0.0002094,0.10797,0.028658,0.0014298,0.0010863
0.0070245,0.002964,0.0034389,0.0028225,0.0014718,0.027848,0.0007069,0.15121,0.042158,0.0016191,0.0011822
0.0040302,0.0030167,0.00597,0.0046837,0.0014409,0.017584,0.0007069,0.14278,0.05556,0.0017265,0.0010585
0.0028755,0.0021759,0.012735,0.0046498,0.0012085,0.010511,0.0010762,0.099797,0.065316,0.0011422,0.00081257
0.0021857,0.0011885,0.022845,0.0035463,0.00079899,0.0062089,0.0013821,0.054562,0.074122,0.0010123,0.00070393
0.0024392,0.00094803,0.038087,0.0033056,0.00053116,0.0040601,0.0041995,0.030551,0.07757,0.00044382,0.00062753
0.0051959,0.0020242,0.058719,0.004189,0.00015709,0.0024012,0.011695,0.017382,0.075232,0.00025984,0.00036888
0.015116,0.002997,0.080413,0.0062794,0.00039209,0.0020198,0.031752,0.010175,0.064014,0.00075097,0.00060485
0.040435,0.0035313,0.091815,0.0082101,0.002171,0.0047431,0.06597,0.0061089,0.045467,0.0017993,0.0013979
0.081489,0.002893,0.094717,0.0089774,0.0074259,0.010511,0.11602,0.0026709,0.02886,0.0027508,0.0019399
0.12749,0.0022743,0.083906,0.008888,0.019401,0.020666,0.15736,0.0012857,0.015372,0.0031766,0.0025865
0.15859,0.0013262,0.059887,0.0096782,0.0342,0.033128,0.17283,0.00037849,0.0073515,0.002889,0.0025575
0.16055,0.00073799,0.03441,0.0081636,0.045649,0.041589,0.14907,0.00022257,0.0026298,0.0022011,0.0023525
0.12153,0.0004994,0.014414,0.0051439,0.046071,0.039779,0.099105,0.00058298,0.00069673,0.0010709,0.0021997
0.061953,0.00023923,0.0045743,0.0028461,0.036481,0.029804,0.045051,0.00058185,0,0.00037849,0.0019057
0.016999,0.00020877,0.0015383,0.0036229,0.020407,0.015636,0.011468,0.00031974,0,6.8338e-05,0.0022638
0.0014874,0.00034774,0.00097843,0.0035399,0.0070454,0.004453,0.0013681,0.00065303,0,0,0.0011631
0.00010023,5.9014e-05,0,0.0026782,0.00026848,0.0004538,3.5535e-05,0.00053214,0.00018721,0,0.00049661
0,0,0,0.0013448,0,0,0,2.2596e-05,0,0,0
0,0,0,9.7018e-05,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6.5115e-06,3.5296e-05,0
3.7902e-05,0,0,0,0,0,0,0,9.0347e-05,0.00012992,0
0.0010865,0,0.00083978,0,0,0.00017522,0,0,0.00063569,0.00066386,0.00010147
0.0056726,0,0.00073121,0,5.6013e-05,0.0052473,0.00024113,0.00030166,0.0030507,0.00158,0.00036649
0.013752,0.0002056,0.0016233,0.00013851,0.00047965,0.024971,0.00083127,0.0014812,0.010028,0.0019766,0.0017644
0.024559,0.0022787,0.005847,0.001184,0.00076294,0.054268,0.001212,0.016713,0.02198,0.0026299,0.0029606
0.031373,0.0065055,0.0093304,0.0038552,0.0013855,0.077644,0.0014151,0.085754,0.042192,0.0031361,0.0047246
0.031813,0.0083895,0.015918,0.0056666,0.002386,0.079479,0.00095184,0.19981,0.069228,0.0031578,0.0059311
0.025734,0.0075163,0.02777,0.0094203,0.003816,0.063551,0.0011447,0.26731,0.10254,0.0038833,0.0056904
0.017447,0.0073215,0.05851,0.01275,0.0045989,0.042788,0.0017082,0.24195,0.14359,0.0037383,0.0039952
0.010818,0.0059591,0.10791,0.013117,0.004257,0.030706,0.0027857,0.16954,0.18063,0.002675,0.0020167
0.0063431,0.0057542,0.17241,0.012794,0.0033936,0.021967,0.0078317,0.10199,0.20965,0.0024309,0.0014305
0.007139,0.0084155,0.25352,0.016319,0.0026828,0.015235,0.028072,0.063256,0.22794,0.0022364,0.0010302
0.016442,0.013629,0.328,0.025957,0.0016843,0.010935,0.074792,0.038789,0.23012,0.0041784,0.0014492
0.04603,0.018129,0.38328,0.037583,0.0018626,0.0085818,0.1502,0.025432,0.20465,0.0083666,0.0026593
