0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,5.9842e-05,0,0,0,0,0,0,0,0,0,0,0
0,0.00024319,0,3.912e-05,0,0,0,0,0,0,0,0,0
0,3.947e-05,0,0.00013581,0,0,0,0,0,6.6002e-05,0,0,0
0,0,0,0.00015796,0,0,0,0,0,0.00015943,0,0,0
0,0.00019099,0,1.6976e-05,0,0,0,0,0,0.00015686,0,0,0
0,0.0002903,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2.3709e-05,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,9.6146e-05,0
0,8.9127e-06,0,0,0,0,0,0,0,0,0,3.1481e-05,0
0,5.0929e-05,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,8.193e-05,2.9273e-06,0,0,0,0,0,0,0,0
0,0,0,0,1.4636e-05,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3.1224e-05,0,0,0,0,0,0,0,0
0,0,0,0,3.0248e-05,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3.2332e-05,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5.5874e-06,0,0,0,0,3.4034e-06,0
0,0.00069391,0,3.2477e-05,0,0,0.00021711,0,0,7.5431e-05,0,0.00019995,0
0,0.0021518,0,0.00019634,0,0,1.0377e-05,0,0,0.00076803,0,0.00015656,0
0,0.0031513,0,0.00015943,0.00015515,0,0,0,0,0.0014632,0,0.00017953,0
0,0.0034619,0,4.5763e-05,0.00013856,0,0,0,0,0.0024738,0,8.9339e-05,0
0,0.0018131,0,6.0525e-05,6.0497e-05,0,0,0,0,0.0025192,0,6.5515e-05,0
0,0.00089509,0,0,0,0,1.2771e-05,0,0,0.0016192,0,1.1061e-05,0
0,0.00031831,0,0,0,0,5.0287e-05,0,0,0.00067031,0,0,0
0,3.3104e-05,0,0,0,0,0,0,5.4603e-05,0.00026487,0,8.4234e-05,0
0,0,0,0,0,0,0,0,0,5.143e-06,0,0.00019229,0
0,0,0,0,6.8303e-06,0,7.3435e-05,2.3709e-05,0,0,0,9.1041e-05,0
0,8.1487e-05,0,0,0.00010343,0,3.991e-06,1.5559e-05,0,0,0,0.00020505,0
2.0905e-05,5.3476e-05,0,0,2.3418e-05,0,0,0,0,0,0,0.00019229,0
0.00011459,0.0001286,0,7.1596e-05,8.0012e-05,0,4.1507e-05,0,0,0,0,0.00021356,0
0.00013782,5.6022e-05,0,0,0,0,0.00010456,0,1.1637e-05,0,0,0.00046797,0
8.2845e-05,0,0,0,9.7576e-06,0,0,0,0.0001656,0,0,0.00039139,0
3.097e-06,0,0,0,9.7576e-06,0,0,0,0,0,0,3.8288e-05,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,5.9871e-05,0,0,0,0,0,0,0
0,0,0,0,0,0.0001319,0,3.1118e-05,9.8464e-06,0,0,0,0
2.4776e-05,0,0,0,0,0,1.756e-05,0.00010669,5.7288e-05,0,0,4.3393e-05,0
0,0,0,0,7.4158e-05,0,0.00025223,1.4818e-05,0.00010473,0,0,7.6577e-05,0
8.8264e-05,0.00025592,0,0.00013434,1.8539e-05,0,0.00012771,0.00013114,1.9693e-05,0.0004243,0,0.00023824,0
0.00043358,0.0044805,0,0.00039489,7.0255e-05,0,1.5166e-05,7.0385e-05,0,0.0012986,8.9817e-06,0.00011231,0
0.00066353,0.01687,0,0.00030484,1.6588e-05,0,3.113e-05,0,0,0.0043193,6.4945e-05,0,4.6487e-05
0.00054352,0.027436,0,0.00038972,0,2.5258e-05,1.2771e-05,0,3.2225e-05,0.0063679,0.00022316,9.5295e-05,0
0.00029034,0.027392,0,0.00055506,0,0.00013003,0,0,0,0.0068445,0.00036549,7.4875e-05,0
0.00017963,0.018673,0,0.00067832,3.7079e-05,0,0,0,0,0.0075834,0.00038069,0,0
4.3358e-05,0.0080736,0,0.00039784,6.2448e-05,0,4.869e-05,0,0,0.0061956,0.00016098,0,0
0,0.0029374,0,0.0001956,2.3418e-05,0,0.00013889,0,4.2966e-05,0.0038907,0,0,0
0,0.0012516,0,3.3215e-05,1.0733e-05,0,0,0,8.0562e-06,0.0018172,0,6.977e-05,0
0,0.00054113,0,0,9.2697e-05,0,0.00010856,0,0.00021931,0.00082289,0,0.00071897,0
5.4197e-06,0,0,5.6096e-05,0.00014636,0,0.00070322,0,0.00088976,0.00023744,4.1454e-06,0.0017604,0
