0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7.4051e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00030093,0,0,0,0,0,0,0,5.4367e-05,0,0,0,0,0,0,0,0,0,0
0,0,4.8842e-05,0,0,0,0,0,0,8.1457e-05,0.00018874,0,0,0,0,0,0,0,0,0,0
0,0,1.5756e-06,0,0,0,0,0,0,0.00019571,0.00021952,0,0,0,0,0,0,0,0,0,0
0,0,0.00043801,0,0,0,0,0,0,5.8184e-05,2.3593e-05,0,0,0,0,0,0,0,0,0,0
0,0,0.00035923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.9103e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.00014369,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.1029e-05,0,0,0,0,0,4.7049e-05,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6.3022e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7.8931e-05,0,0,0,0,0,0,5.2315e-05,3.4279e-06,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1.714e-05,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3.6565e-05,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3.5422e-05,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
