0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0804e-05
0,0,0,0,0,0,0,0,0,7.1082e-05,0,0,0,0,0,0,0,0.00032837
0,0.00011339,0,0,0,0,0,0,0,0,0,0,0.00020156,0,0,0,0,5.3296e-05
0,0.00027243,0,0,0,0,0,0,0,0,0,0,0.00023442,0,0,0,0,1.7192e-06
0,8.0994e-05,0,0,0,0,0,0,0,0,0,0,2.5194e-05,0,0,0,0,0.00047795
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00039198
0,0,0,0,0,0,0,2.8043e-05,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.00012392,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4.0576e-05,0,0,0,0,0,0,0,0,0,0,0,1.2035e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8769e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,6.8399e-05,0,0,0,0,3.1961e-06,0,7.2599e-05,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.598e-05,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4091e-05,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3026e-05,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
