0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,7.3755e-05,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.00029973,0,0,0,0,5.5277e-05,0,0,0,0,0,0,0
0,0,0,0,0,0,8.4441e-05,4.8647e-05,0,0,0,0,0,0,0,0,0,0.00019009,0,0
0,0,0,0,0,0,0.00020288,1.5693e-06,0,0,0,0,0,0,0,0,0,0.00022108,0,0
0,0,0,0,0,0,6.0315e-05,0.00043625,0,0,0,0,0,0,0,0,0,2.3761e-05,0,0
0,0,0,0,0,0,0,0.00035779,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1665e-05
0,0,0,0,0,0,0,0,0,0,0,0.00013181,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.0985e-05,0,0,0,4.3158e-05,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,6.277e-05,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3.4289e-06,0,0,0,0,0,0,0,0,0.00011577,0,0,0,0,0,0,0
0,0,0,1.7145e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3.6575e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3.5432e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4.4325e-05,0,0,0,0,0,0,0,0
